fname,itp,its,channels,network,magnitude
IM.NV03._2009-03-01T07_01_18.483_2009-03-01T07_07_25.502.npz,963,9644,SHZ,IM,2.8
IM.NV03._2009-03-01T10_56_03.188_2009-03-01T11_00_38.508.npz,519,5532,SHZ,IM,0.5
IM.NV03._2009-03-01T11_20_32.092_2009-03-01T11_24_32.802.npz,2400,6029,SHZ,IM,2.9
IM.NV03._2009-03-01T11_51_32.518_2009-03-01T11_55_50.740.npz,2400,6729,SHZ,IM,1.2
IM.NV03._2009-03-01T13_06_35.590_2009-03-01T13_10_15.388.npz,841,5029,SHZ,IM,2.6
IM.NV03._2009-03-01T13_24_10.167_2009-03-01T13_30_03.785.npz,158,8303,SHZ,IM,3.3
IM.NV03._2009-03-01T13_54_25.894_2009-03-01T13_58_46.237.npz,2400,6814,SHZ,IM,1.1
IM.NV03._2009-03-01T14_31_33.195_2009-03-01T14_35_48.941.npz,2400,6630,SHZ,IM,3.1
IM.NV03._2009-03-01T15_46_24.712_2009-03-01T15_50_41.638.npz,2400,6677,SHZ,IM,1.2
IM.NV03._2009-03-01T21_07_27.163_2009-03-01T21_13_29.002.npz,980,9454,SHZ,IM,2.5
IM.NV03._2009-03-02T00_11_29.439_2009-03-02T00_17_30.363.npz,375,8812,SHZ,IM,2.1
IM.NV03._2009-03-02T01_12_00.174_2009-03-02T01_15_53.020.npz,2400,5714,SHZ,IM,2.1
IM.NV03._2009-03-02T02_50_30.450_2009-03-02T02_54_47.741.npz,2400,6692,SHZ,IM,1.5
IM.NV03._2009-03-02T08_06_56.748_2009-03-02T08_10_52.783.npz,2400,5842,SHZ,IM,2.6
IM.NV03._2009-03-02T13_31_24.128_2009-03-02T13_35_41.765.npz,2400,6705,SHZ,IM,1.6
IM.NV03._2009-03-02T19_48_45.675_2009-03-02T19_52_55.702.npz,2400,6402,SHZ,IM,2.8
IM.NV03._2009-03-03T02_19_55.941_2009-03-03T02_24_47.924.npz,606,6285,SHZ,IM,2.3
IM.NV03._2009-03-03T04_38_48.122_2009-03-03T04_45_01.337.npz,904,9833,SHZ,IM,2.1
IM.NV03._2009-03-03T06_12_48.102_2009-03-03T06_17_07.744.npz,2400,6785,SHZ,IM,2.2
IM.NV03._2009-03-03T07_19_48.506_2009-03-03T07_26_00.013.npz,891,9751,SHZ,IM,2.1
IM.NV03._2009-03-03T09_14_08.089_2009-03-03T09_18_25.606.npz,2400,6701,SHZ,IM,2.1
IM.NV03._2009-03-03T12_17_45.014_2009-03-03T12_22_01.357.npz,2400,6654,SHZ,IM,2.6
IM.NV03._2009-03-03T13_55_55.906_2009-03-03T14_00_33.030.npz,951,6036,SHZ,IM,3.2
IM.NV03._2009-03-03T19_48_26.223_2009-03-03T19_52_42.560.npz,2400,6654,SHZ,IM,2.1
IM.NV03._2009-03-03T22_33_22.919_2009-03-03T22_38_09.616.npz,460,5928,SHZ,IM,2.1
IM.NV03._2009-03-04T00_17_02.625_2009-03-04T00_21_24.417.npz,2400,6872,SHZ,IM,1.6
IM.NV03._2009-03-04T00_38_46.247_2009-03-04T00_43_03.520.npz,2400,6691,SHZ,IM,2.0
IM.NV03._2009-03-04T04_34_02.494_2009-03-04T04_38_35.325.npz,935,5849,SHZ,IM,4.1
IM.NV03._2009-03-04T05_27_07.992_2009-03-04T05_31_41.401.npz,487,5424,SHZ,IM,2.5
IM.NV03._2009-03-04T14_58_17.282_2009-03-04T15_02_39.765.npz,2400,6899,SHZ,IM,2.1
IM.NV03._2009-03-04T16_57_56.020_2009-03-04T17_02_13.704.npz,2400,6708,SHZ,IM,1.8
IM.NV03._2009-03-04T21_56_38.440_2009-03-04T22_01_31.795.npz,8,5742,SHZ,IM,2.0
IM.NV03._2009-03-05T01_55_51.556_2009-03-05T01_59_44.541.npz,2400,5719,SHZ,IM,2.1
IM.NV03._2009-03-05T07_14_03.037_2009-03-05T07_17_42.837.npz,80,4268,SHZ,IM,2.3
IM.NV03._2009-03-05T07_45_53.444_2009-03-05T07_49_33.198.npz,164,4349,SHZ,IM,2.6
IM.NV03._2009-03-05T10_02_56.175_2009-03-05T10_07_54.868.npz,237,6185,SHZ,IM,4.2
IM.NV03._2009-03-05T18_06_34.477_2009-03-05T18_10_40.847.npz,2400,6254,SHZ,IM,2.8
IM.NV03._2009-03-05T23_06_21.140_2009-03-05T23_10_04.731.npz,919,5335,SHZ,IM,3.3
IM.NV03._2009-03-06T04_20_56.676_2009-03-06T04_26_18.137.npz,946,7804,SHZ,IM,2.7
IM.NV03._2009-03-06T10_34_21.402_2009-03-06T10_39_16.756.npz,761,6575,SHZ,IM,3.8
IM.NV03._2009-03-06T11_30_58.821_2009-03-06T11_35_37.233.npz,440,5577,SHZ,IM,4.0
IM.NV03._2009-03-06T11_34_09.986_2009-03-06T11_38_48.644.npz,2400,7546,SHZ,IM,3.4
IM.NV03._2009-03-06T12_21_19.808_2009-03-06T12_26_41.373.npz,556,7418,SHZ,IM,2.1
IM.NV03._2009-03-06T14_09_21.445_2009-03-06T14_13_39.626.npz,2400,6728,SHZ,IM,2.6
IM.NV03._2009-03-06T14_14_31.212_2009-03-06T14_18_50.234.npz,2400,6761,SHZ,IM,2.2
IM.NV03._2009-03-06T15_18_47.521_2009-03-06T15_23_04.347.npz,2400,6673,SHZ,IM,2.0
IM.NV03._2009-03-07T01_18_14.641_2009-03-07T01_23_38.155.npz,85,7026,SHZ,IM,2.3
IM.NV03._2009-03-07T04_10_41.043_2009-03-07T04_15_02.811.npz,2400,6871,SHZ,IM,2.4
IM.NV03._2009-03-07T05_23_55.892_2009-03-07T05_28_13.332.npz,2400,6698,SHZ,IM,1.8
IM.NV03._2009-03-07T16_17_04.898_2009-03-07T16_20_48.037.npz,968,5357,SHZ,IM,2.5
IM.NV03._2009-03-07T19_02_06.153_2009-03-07T19_06_24.384.npz,2400,6729,SHZ,IM,1.9
IM.NV03._2009-03-07T22_37_21.190_2009-03-07T22_41_40.664.npz,2400,6779,SHZ,IM,2.1
IM.NV03._2009-03-08T00_34_47.428_2009-03-08T00_39_04.570.npz,2400,6685,SHZ,IM,2.1
IM.NV03._2009-03-08T01_38_53.689_2009-03-08T01_43_12.224.npz,2400,6741,SHZ,IM,2.5
IM.NV03._2009-03-08T03_29_22.519_2009-03-08T03_33_39.741.npz,2400,6689,SHZ,IM,2.3
IM.NV03._2009-03-08T03_50_40.763_2009-03-08T03_54_59.079.npz,2400,6733,SHZ,IM,2.2
IM.NV03._2009-03-08T09_30_01.943_2009-03-08T09_34_34.548.npz,2400,7304,SHZ,IM,2.9
IM.NV03._2009-03-08T13_00_39.018_2009-03-08T13_04_52.265.npz,2400,6530,SHZ,IM,2.7
IM.NV03._2009-03-08T14_47_05.877_2009-03-08T14_50_43.044.npz,393,4422,SHZ,IM,3.5
IM.NV03._2009-03-08T20_03_22.196_2009-03-08T20_09_08.401.npz,408,8257,SHZ,IM,3.0
IM.NV03._2009-03-08T21_25_31.713_2009-03-08T21_29_44.378.npz,2400,6507,SHZ,IM,2.0
IM.NV03._2009-03-08T23_18_44.472_2009-03-08T23_23_04.001.npz,2400,6782,SHZ,IM,1.6
IM.NV03._2009-03-09T00_51_41.624_2009-03-09T00_56_01.443.npz,2400,6793,SHZ,IM,2.4
IM.NV03._2009-03-09T02_00_18.961_2009-03-09T02_05_41.198.npz,975,7864,SHZ,IM,3.2
IM.NV03._2009-03-09T03_07_39.534_2009-03-09T03_11_15.811.npz,194,4170,SHZ,IM,3.6
IM.NV03._2009-03-09T03_15_10.692_2009-03-09T03_18_47.003.npz,173,4152,SHZ,IM,3.2
IM.NV03._2009-03-09T03_19_25.155_2009-03-09T03_23_26.311.npz,2400,6046,SHZ,IM,3.3
IM.NV03._2009-03-09T03_20_41.771_2009-03-09T03_24_43.123.npz,2400,6054,SHZ,IM,3.0
IM.NV03._2009-03-09T10_39_16.095_2009-03-09T10_42_54.003.npz,71,4146,SHZ,IM,2.7
IM.NV03._2009-03-09T12_54_30.370_2009-03-09T12_58_06.667.npz,785,4763,SHZ,IM,2.3
IM.NV03._2009-03-09T15_27_39.062_2009-03-09T15_31_54.363.npz,2400,6612,SHZ,IM,3.3
IM.NV03._2009-03-09T16_50_28.913_2009-03-09T16_54_48.644.npz,2400,6789,SHZ,IM,1.9
IM.NV03._2009-03-09T19_57_24.862_2009-03-09T20_01_45.658.npz,2400,6832,SHZ,IM,1.7
IM.NV03._2009-03-09T20_52_30.772_2009-03-09T20_57_20.371.npz,344,5928,SHZ,IM,2.7
IM.NV03._2009-03-09T22_06_44.518_2009-03-09T22_11_00.348.npz,2400,6633,SHZ,IM,2.2
IM.NV03._2009-03-10T01_11_28.453_2009-03-10T01_15_13.944.npz,2400,5419,SHZ,IM,2.9
IM.NV03._2009-03-10T04_45_09.432_2009-03-10T04_48_49.157.npz,761,4944,SHZ,IM,2.0
IM.NV03._2009-03-10T05_50_07.106_2009-03-10T05_53_53.624.npz,2400,5460,SHZ,IM,2.6
IM.NV03._2009-03-10T11_12_18.681_2009-03-10T11_17_52.589.npz,521,7877,SHZ,IM,3.0
IM.NV03._2009-03-10T13_07_55.143_2009-03-10T13_12_12.190.npz,2400,6682,SHZ,IM,2.2
IM.NV03._2009-03-10T13_41_35.772_2009-03-10T13_45_28.780.npz,2400,5721,SHZ,IM,3.1
IM.NV03._2009-03-10T20_25_39.842_2009-03-10T20_30_16.984.npz,315,5401,SHZ,IM,3.0
IM.NV03._2009-03-10T23_01_39.328_2009-03-10T23_06_11.887.npz,729,5631,SHZ,IM,1.9
IM.NV03._2009-03-11T01_18_04.290_2009-03-11T01_22_14.726.npz,2400,6418,SHZ,IM,2.6
IM.NV03._2009-03-11T02_03_38.475_2009-03-11T02_08_22.065.npz,635,5979,SHZ,IM,1.8
IM.NV03._2009-03-11T02_18_54.879_2009-03-11T02_22_47.866.npz,2400,5719,SHZ,IM,2.0
IM.NV03._2009-03-11T05_19_29.397_2009-03-11T05_23_50.061.npz,2400,6827,SHZ,IM,1.5
IM.NV03._2009-03-11T11_13_24.081_2009-03-11T11_17_07.676.npz,308,4724,SHZ,IM,2.3
IM.NV03._2009-03-11T14_19_42.694_2009-03-11T14_25_08.621.npz,917,7954,SHZ,IM,2.1
IM.NV03._2009-03-11T16_03_25.801_2009-03-11T16_09_12.393.npz,908,8771,SHZ,IM,3.5
IM.NV03._2009-03-11T19_44_40.540_2009-03-11T19_48_56.665.npz,2400,6645,SHZ,IM,1.7
IM.NV03._2009-03-12T02_09_23.612_2009-03-12T02_14_22.153.npz,670,6612,SHZ,IM,1.5
IM.NV03._2009-03-12T12_59_46.575_2009-03-12T13_05_39.538.npz,590,8709,SHZ,IM,2.3
IM.NV03._2009-03-12T13_59_27.021_2009-03-12T14_03_01.684.npz,628,4508,SHZ,IM,3.4
IM.NV03._2009-03-12T14_07_12.392_2009-03-12T14_12_37.097.npz,475,7463,SHZ,IM,2.8
IM.NV03._2009-03-12T15_03_05.732_2009-03-12T15_07_23.559.npz,2400,6713,SHZ,IM,1.9
IM.NV03._2009-03-12T16_20_16.136_2009-03-12T16_24_33.018.npz,2400,6675,SHZ,IM,1.7
IM.NV03._2009-03-12T17_12_35.947_2009-03-12T17_16_55.096.npz,2400,6766,SHZ,IM,3.7
IM.NV03._2009-03-12T17_21_26.086_2009-03-12T17_25_45.831.npz,2400,6790,SHZ,IM,1.9
IM.NV03._2009-03-12T17_40_52.171_2009-03-12T17_45_24.678.npz,756,5657,SHZ,IM,2.8
IM.NV03._2009-03-12T21_30_01.664_2009-03-12T21_33_37.816.npz,667,4636,SHZ,IM,3.1
IM.NV03._2009-03-12T22_51_07.411_2009-03-12T22_55_29.447.npz,2400,6881,SHZ,IM,1.9
IM.NV03._2009-03-13T00_06_00.207_2009-03-13T00_11_24.645.npz,26,7003,SHZ,IM,2.8
IM.NV03._2009-03-13T03_42_29.692_2009-03-13T03_46_22.677.npz,2400,5720,SHZ,IM,2.9
IM.NV03._2009-03-13T05_45_11.682_2009-03-13T05_49_29.656.npz,2400,6719,SHZ,IM,1.6
IM.NV03._2009-03-13T07_31_45.635_2009-03-13T07_36_04.146.npz,2400,6740,SHZ,IM,1.6
IM.NV03._2009-03-13T18_56_57.376_2009-03-13T19_00_29.394.npz,317,4037,SHZ,IM,3.2
IM.NV03._2009-03-13T19_26_50.098_2009-03-13T19_31_22.723.npz,786,5691,SHZ,IM,2.4
IM.NV03._2009-03-13T20_06_39.845_2009-03-13T20_10_32.781.npz,2400,5718,SHZ,IM,2.1
IM.NV03._2009-03-14T01_26_51.800_2009-03-14T01_30_28.733.npz,636,4653,SHZ,IM,2.3
IM.NV03._2009-03-14T03_03_25.759_2009-03-14T03_07_45.103.npz,2400,6774,SHZ,IM,2.0
IM.NV03._2009-03-14T03_59_44.844_2009-03-14T04_04_24.266.npz,2400,7577,SHZ,IM,3.3
IM.NV03._2009-03-14T09_39_31.401_2009-03-14T09_44_30.789.npz,261,6236,SHZ,IM,4.4
IM.NV03._2009-03-14T10_15_17.384_2009-03-14T10_19_38.304.npz,2400,6837,SHZ,IM,1.5
IM.NV03._2009-03-14T15_34_29.506_2009-03-14T15_39_43.991.npz,657,7236,SHZ,IM,3.4
IM.NV03._2009-03-15T02_36_13.397_2009-03-15T02_40_31.162.npz,2400,6711,SHZ,IM,2.2
IM.NV03._2009-03-15T04_09_19.715_2009-03-15T04_13_36.697.npz,2400,6679,SHZ,IM,2.3
IM.NV03._2009-03-15T05_23_14.309_2009-03-15T05_26_48.018.npz,59,3881,SHZ,IM,3.5
IM.NV03._2009-03-15T08_55_05.307_2009-03-15T08_58_56.945.npz,2400,5665,SHZ,IM,2.5
IM.NV03._2009-03-15T09_39_03.534_2009-03-15T09_44_32.439.npz,816,7972,SHZ,IM,3.2
IM.NV03._2009-03-15T11_23_34.806_2009-03-15T11_27_53.346.npz,2400,6741,SHZ,IM,1.3
IM.NV03._2009-03-15T13_04_03.164_2009-03-15T13_08_18.945.npz,2400,6631,SHZ,IM,3.0
IM.NV03._2009-03-15T14_47_49.253_2009-03-15T14_52_06.263.npz,2400,6680,SHZ,IM,2.2
IM.NV03._2009-03-15T17_28_35.512_2009-03-15T17_32_52.008.npz,2400,6660,SHZ,IM,2.9
IM.NV03._2009-03-15T20_20_02.456_2009-03-15T20_24_19.284.npz,2400,6673,SHZ,IM,2.4
IM.NV03._2009-03-15T22_36_18.932_2009-03-15T22_40_32.268.npz,2400,6533,SHZ,IM,2.9
IM.NV03._2009-03-16T02_12_27.724_2009-03-16T02_18_11.957.npz,785,8555,SHZ,IM,3.0
IM.NV03._2009-03-16T07_32_16.685_2009-03-16T07_36_49.290.npz,2400,7304,SHZ,IM,2.6
IM.NV03._2009-03-16T07_49_19.987_2009-03-16T07_53_39.290.npz,2400,6772,SHZ,IM,1.5
IM.NV03._2009-03-16T21_06_38.374_2009-03-16T21_12_22.278.npz,714,8471,SHZ,IM,3.1
IM.NV03._2009-03-16T22_30_55.316_2009-03-16T22_35_10.687.npz,2400,6615,SHZ,IM,2.7
IM.NV03._2009-03-16T23_14_13.096_2009-03-16T23_18_31.848.npz,2400,6750,SHZ,IM,2.3
IM.NV03._2009-03-17T00_13_07.860_2009-03-17T00_17_00.877.npz,2400,5721,SHZ,IM,2.3
IM.NV03._2009-03-17T01_34_29.547_2009-03-17T01_38_22.525.npz,2400,5720,SHZ,IM,2.4
IM.NV03._2009-03-17T03_36_21.412_2009-03-17T03_40_54.673.npz,970,5900,SHZ,IM,3.2
IM.NV03._2009-03-17T09_58_52.418_2009-03-17T10_02_29.166.npz,736,4741,SHZ,IM,3.8
IM.NV03._2009-03-17T13_58_16.033_2009-03-17T14_03_18.336.npz,810,6902,SHZ,IM,4.2
IM.NV03._2009-03-17T17_36_32.976_2009-03-17T17_42_04.349.npz,838,8092,SHZ,IM,2.4
IM.NV03._2009-03-17T21_14_35.611_2009-03-17T21_19_02.679.npz,901,5584,SHZ,IM,0.8
IM.NV03._2009-03-17T22_54_06.263_2009-03-17T22_58_23.963.npz,2400,6708,SHZ,IM,2.0
IM.NV03._2009-03-17T23_45_04.209_2009-03-17T23_51_11.473.npz,935,9625,SHZ,IM,2.0
IM.NV03._2009-03-18T02_25_53.628_2009-03-18T02_29_29.824.npz,24,3994,SHZ,IM,3.1
IM.NV03._2009-03-18T06_40_29.475_2009-03-18T06_45_02.026.npz,2400,7303,SHZ,IM,2.9
IM.NV03._2009-03-18T06_48_45.959_2009-03-18T06_53_18.553.npz,672,5576,SHZ,IM,2.9
IM.NV03._2009-03-18T11_04_56.056_2009-03-18T11_08_56.870.npz,2400,6032,SHZ,IM,3.8
IM.NV03._2009-03-18T12_20_35.305_2009-03-18T12_26_23.185.npz,238,8153,SHZ,IM,3.4
IM.NV03._2009-03-18T18_36_12.166_2009-03-18T18_39_48.479.npz,485,4464,SHZ,IM,2.3
IM.NV03._2009-03-19T05_12_05.688_2009-03-19T05_16_22.682.npz,2400,6680,SHZ,IM,1.9
IM.NV03._2009-03-19T07_10_03.055_2009-03-19T07_15_29.568.npz,138,7198,SHZ,IM,3.0
IM.NV03._2009-03-19T07_32_19.605_2009-03-19T07_36_12.511.npz,2400,5716,SHZ,IM,2.2
IM.NV03._2009-03-19T11_17_09.830_2009-03-19T11_20_38.968.npz,445,3992,SHZ,IM,2.8
IM.NV03._2009-03-19T12_12_02.102_2009-03-19T12_16_01.798.npz,2400,5987,SHZ,IM,3.0
IM.NV03._2009-03-19T17_08_13.843_2009-03-19T17_12_22.885.npz,2400,6362,SHZ,IM,2.8
IM.NV03._2009-03-20T00_21_54.499_2009-03-20T00_27_40.447.npz,227,8065,SHZ,IM,3.0
IM.NV03._2009-03-20T00_23_52.032_2009-03-20T00_29_37.834.npz,202,8034,SHZ,IM,3.0
IM.NV03._2009-03-20T04_43_38.798_2009-03-20T04_48_14.943.npz,660,5706,SHZ,IM,3.1
IM.NV03._2009-03-20T04_56_07.781_2009-03-20T05_00_34.410.npz,2400,7065,SHZ,IM,2.5
IM.NV03._2009-03-20T10_35_21.794_2009-03-20T10_39_58.848.npz,598,5680,SHZ,IM,2.0
IM.NV03._2009-03-20T13_10_56.722_2009-03-20T13_15_13.764.npz,2400,6682,SHZ,IM,2.0
IM.NV03._2009-03-20T13_21_14.328_2009-03-20T13_25_49.946.npz,404,5428,SHZ,IM,1.7
IM.NV03._2009-03-20T17_26_18.788_2009-03-20T17_30_46.720.npz,2400,7117,SHZ,IM,2.5
IM.NV03._2009-03-20T18_37_40.616_2009-03-20T18_43_33.737.npz,575,8700,SHZ,IM,3.2
IM.NV03._2009-03-20T22_45_32.721_2009-03-20T22_49_53.114.npz,2400,6816,SHZ,IM,3.0
IM.NV03._2009-03-21T08_48_40.865_2009-03-21T08_53_07.665.npz,2400,7072,SHZ,IM,3.1
IM.NV03._2009-03-21T10_00_55.070_2009-03-21T10_06_20.152.npz,550,7554,SHZ,IM,3.4
IM.NV03._2009-03-21T10_12_39.969_2009-03-21T10_17_16.531.npz,526,5589,SHZ,IM,2.4
IM.NV03._2009-03-21T11_25_06.270_2009-03-21T11_29_09.567.npz,2400,6132,SHZ,IM,3.4
IM.NV03._2009-03-21T12_11_01.779_2009-03-21T12_15_26.009.npz,2400,6969,SHZ,IM,1.8
IM.NV03._2009-03-21T12_40_55.977_2009-03-21T12_44_39.407.npz,983,5388,SHZ,IM,2.4
IM.NV03._2009-03-21T19_09_43.241_2009-03-21T19_13_46.824.npz,2400,6143,SHZ,IM,2.1
IM.NV03._2009-03-21T20_12_40.682_2009-03-21T20_16_45.325.npz,2400,6186,SHZ,IM,3.3
IM.NV03._2009-03-21T20_16_41.895_2009-03-21T20_20_46.866.npz,2400,6199,SHZ,IM,2.8
IM.NV03._2009-03-21T20_17_24.281_2009-03-21T20_21_28.632.npz,2400,6174,SHZ,IM,3.4
IM.NV03._2009-03-21T20_40_27.698_2009-03-21T20_44_32.329.npz,2400,6186,SHZ,IM,3.1
IM.NV03._2009-03-21T22_26_37.505_2009-03-21T22_31_01.483.npz,2400,6959,SHZ,IM,1.4
IM.NV03._2009-03-21T23_23_11.031_2009-03-21T23_27_27.751.npz,2400,6669,SHZ,IM,2.0
IM.NV03._2009-03-22T05_10_26.121_2009-03-22T05_14_17.114.npz,2400,5640,SHZ,IM,2.5
IM.NV03._2009-03-22T05_22_56.826_2009-03-22T05_28_22.181.npz,199,7213,SHZ,IM,3.4
IM.NV03._2009-03-22T05_51_55.145_2009-03-22T05_56_00.163.npz,2400,6201,SHZ,IM,2.5
IM.NV03._2009-03-22T07_29_46.066_2009-03-22T07_35_12.578.npz,27,7088,SHZ,IM,3.3
IM.NV03._2009-03-22T10_29_03.759_2009-03-22T10_34_30.085.npz,905,7958,SHZ,IM,2.9
IM.NV03._2009-03-22T12_09_04.167_2009-03-22T12_14_29.971.npz,458,7490,SHZ,IM,3.0
IM.NV03._2009-03-22T14_06_23.025_2009-03-22T14_11_49.222.npz,217,7265,SHZ,IM,3.0
IM.NV03._2009-03-22T14_40_06.243_2009-03-22T14_44_34.402.npz,875,5602,SHZ,IM,3.6
IM.NV03._2009-03-22T16_04_29.275_2009-03-22T16_08_02.817.npz,530,4343,SHZ,IM,2.9
IM.NV03._2009-03-23T14_04_06.407_2009-03-23T14_11_24.174.npz,926,5136,SHZ,IM,2.2
IM.NV03._2009-03-23T23_56_19.371_2009-03-24T00_01_45.029.npz,450,7477,SHZ,IM,3.2
IM.NV03._2009-03-24T04_07_37.432_2009-03-24T04_11_10.096.npz,992,4751,SHZ,IM,2.8
IM.NV03._2009-03-24T08_31_00.905_2009-03-24T08_35_27.782.npz,890,5565,SHZ,IM,2.3
IM.NV03._2009-03-24T11_56_06.239_2009-03-24T12_00_11.118.npz,2400,6195,SHZ,IM,5.0
IM.NV03._2009-03-24T13_53_14.865_2009-03-24T13_57_19.872.npz,2400,6200,SHZ,IM,3.0
IM.NV03._2009-03-24T18_24_49.253_2009-03-24T18_29_16.088.npz,2400,7073,SHZ,IM,2.7
IM.NV03._2009-03-24T21_17_02.554_2009-03-24T21_22_27.072.npz,674,7654,SHZ,IM,3.0
IM.NV03._2009-03-24T21_41_57.188_2009-03-24T21_46_48.370.npz,426,6073,SHZ,IM,2.3
IM.NV03._2009-03-24T23_43_36.941_2009-03-24T23_47_41.841.npz,2400,6196,SHZ,IM,3.2
IM.NV03._2009-03-25T00_58_32.977_2009-03-25T01_03_57.914.npz,571,7568,SHZ,IM,2.8
IM.NV03._2009-03-25T05_51_17.467_2009-03-25T05_55_22.509.npz,2400,6202,SHZ,IM,3.2
IM.NV03._2009-03-25T07_06_21.909_2009-03-25T07_10_39.486.npz,2400,6703,SHZ,IM,2.3
IM.NV03._2009-03-25T07_51_44.835_2009-03-25T07_55_50.001.npz,2400,6207,SHZ,IM,3.6
IM.NV03._2009-03-25T10_30_02.485_2009-03-25T10_34_06.856.npz,2400,6175,SHZ,IM,2.6
IM.NV03._2009-03-25T10_33_26.381_2009-03-25T10_37_45.077.npz,2400,6748,SHZ,IM,1.8
IM.NV03._2009-03-25T10_50_45.456_2009-03-25T10_54_38.368.npz,2400,5716,SHZ,IM,2.2
IM.NV03._2009-03-25T14_33_24.115_2009-03-25T14_37_39.999.npz,2400,6635,SHZ,IM,2.5
IM.NV03._2009-03-25T15_38_44.222_2009-03-25T15_43_00.296.npz,2400,6643,SHZ,IM,2.8
IM.NV03._2009-03-25T17_07_40.835_2009-03-25T17_11_52.858.npz,2400,6481,SHZ,IM,2.2
IM.NV03._2009-03-25T17_49_39.697_2009-03-25T17_53_55.868.npz,2400,6647,SHZ,IM,2.7
IM.NV03._2009-03-25T19_58_45.245_2009-03-25T20_03_18.355.npz,676,5601,SHZ,IM,2.5
IM.NV03._2009-03-25T20_00_05.714_2009-03-25T20_04_10.780.npz,2400,6203,SHZ,IM,3.8
IM.NV03._2009-03-25T20_33_19.514_2009-03-25T20_36_52.195.npz,424,4184,SHZ,IM,2.7
IM.NV03._2009-03-25T20_41_48.616_2009-03-25T20_45_21.294.npz,326,4086,SHZ,IM,3.1
IM.NV03._2009-03-25T20_59_21.116_2009-03-25T21_03_37.496.npz,2400,6655,SHZ,IM,2.7
IM.NV03._2009-03-25T21_09_35.425_2009-03-25T21_13_51.414.npz,2400,6640,SHZ,IM,2.7
IM.NV03._2009-03-25T22_24_13.492_2009-03-25T22_29_47.598.npz,774,8138,SHZ,IM,2.8
IM.NV03._2009-03-25T23_57_43.576_2009-03-26T00_03_10.113.npz,612,7673,SHZ,IM,2.6
IM.NV03._2009-03-26T03_25_43.706_2009-03-26T03_29_48.817.npz,2400,6204,SHZ,IM,3.9
IM.NV03._2009-03-26T04_10_50.095_2009-03-26T04_15_07.970.npz,2400,6715,SHZ,IM,3.2
IM.NV03._2009-03-26T05_12_55.887_2009-03-26T05_17_01.254.npz,2400,6215,SHZ,IM,3.0
IM.NV03._2009-03-26T08_18_11.770_2009-03-26T08_22_16.369.npz,2400,6184,SHZ,IM,2.6
IM.NV03._2009-03-26T08_23_19.962_2009-03-26T08_27_37.780.npz,2400,6713,SHZ,IM,2.2
IM.NV03._2009-03-26T10_30_29.780_2009-03-26T10_34_36.788.npz,2400,6280,SHZ,IM,2.6
IM.NV03._2009-03-26T10_45_06.873_2009-03-26T10_49_11.897.npz,2400,6201,SHZ,IM,2.9
IM.NV03._2009-03-26T11_29_57.339_2009-03-26T11_34_14.020.npz,2400,6667,SHZ,IM,2.4
IM.NV03._2009-03-26T13_30_21.680_2009-03-26T13_34_43.268.npz,2400,6863,SHZ,IM,2.2
IM.NV03._2009-03-27T00_03_53.365_2009-03-27T00_07_58.533.npz,2400,6207,SHZ,IM,2.9
IM.NV03._2009-03-27T04_05_17.495_2009-03-27T04_09_02.824.npz,2400,5413,SHZ,IM,2.7
IM.NV03._2009-03-27T06_16_39.594_2009-03-27T06_21_14.437.npz,2400,7394,SHZ,IM,4.1
IM.NV03._2009-03-27T08_32_52.432_2009-03-27T08_36_52.870.npz,2400,6017,SHZ,IM,3.7
IM.NV03._2009-03-27T13_15_29.206_2009-03-27T13_19_33.952.npz,2400,6190,SHZ,IM,2.8
IM.NV03._2009-03-27T15_49_15.984_2009-03-27T15_53_32.321.npz,2400,6653,SHZ,IM,2.2
IM.NV03._2009-03-27T16_09_48.790_2009-03-27T16_14_14.063.npz,2400,7011,SHZ,IM,1.9
IM.NV03._2009-03-27T21_05_55.713_2009-03-27T21_10_48.394.npz,352,6059,SHZ,IM,2.0
IM.NV03._2009-03-28T10_35_08.950_2009-03-28T10_40_33.070.npz,853,7818,SHZ,IM,3.3
IM.NV03._2009-03-28T12_25_27.457_2009-03-28T12_28_44.107.npz,3600,6399,SHZ,IM,2.4
IM.NV03._2009-03-28T15_16_11.658_2009-03-28T15_20_39.177.npz,754,5455,SHZ,IM,1.9
IM.NV03._2009-03-29T00_24_38.536_2009-03-29T00_28_56.710.npz,3600,6087,SHZ,IM,1.8
IM.NV03._2009-03-29T01_20_48.574_2009-03-29T01_25_15.318.npz,2400,7070,SHZ,IM,2.2
IM.NV03._2009-03-29T04_29_53.914_2009-03-29T04_33_45.113.npz,2400,5648,SHZ,IM,2.2
IM.NV03._2009-03-29T07_30_32.232_2009-03-29T07_34_56.823.npz,953,5536,SHZ,IM,1.3
IM.NV03._2009-03-29T08_33_11.871_2009-03-29T08_37_28.273.npz,2400,6656,SHZ,IM,2.0
IM.NV03._2009-03-29T10_22_53.209_2009-03-29T10_27_10.420.npz,2400,6688,SHZ,IM,1.9
IM.NV03._2009-03-29T16_57_21.469_2009-03-29T17_02_49.701.npz,3600,4711,SHZ,IM,3.1
IM.NV03._2009-03-29T22_30_57.275_2009-03-29T22_35_09.488.npz,2400,6489,SHZ,IM,2.4
